question,status,answer
緯軟園地,True,"很抱歉，我無法確定您的問題是什麼，請提供更詳細的問題描述。如果您需要關於緯軟園地的相關資訊，請參考緯創軟體公司的官方網站或聯絡他們的客服人員。聯絡方式如下：

電話：+886-2-2698-7888
Email：info@wistronits.com
官方網站：https://www.wistronits.com/"
您好，請問一下發薪日是幾號,True,薪資給付日固定為每月5號。若有其他薪資相關問題，歡迎聯繫HR Maggie (02-77458839/MaggieWu@wistronits.com)。
"你好 我想請問一下
那個我在一月份請一月份的事假
從1月1號到19號
可是想請問一下為什麼3月份薪資單還會有事假扣款呢？
謝謝～",True,每月薪資考勤期間為上月23號~當月22號，如您的休假申請單未於該區間完成審核，將於下月扣除。您可以至HR Portal查詢您的休假申請單之審批日期，若確定不是以上的因素，可以來電或Email詢問人資部承辦人Maggie/#8839/MaggieWu@wistronits.com。
請問有收到我的假單嗎,True,很抱歉，我無法回答以上問題，請聯絡Yui/#8836/YuiWong@wistronits.com。
您好，請問一下，我使用Android的Outlook 的APP來收公司的信，但是我發現Outlook的收件匣跟web mail的信件數量差太多。有些還看不到。請問該怎麼解決？,True,很抱歉，我無法回答以上問題，請聯絡謝悰宇/8965/SamXie@wistronits.com以獲得更詳細的協助。
"您好，本組同仁補班日出勤的彈性假匯入時數再度出錯。
湯俊偉 TP2005019
本年已補班日出勤三天，因此2022顯示的彈性假應有24小時，但他截圖卻是2022八小時，2023八小時，時數既少給8小時，年份也不對",True,"很抱歉，我無法回答以上問題，請聯絡Maggie Wu (#8839, MaggieWu@wistronits.com)或Yui Wong (#8836, YuiWong@wistronits.com)詢問相關人資部門承辦人。"
"hi
我的退保申請書 ， 我的出生日期有打錯，已寄信給甄霞。 不知道是否已經改好，謝謝!!",True,很抱歉，我無法查詢您的個人資訊，建議您直接與甄霞聯繫確認。甄霞的聯絡方式可能在您填寫退保申請書時有提供，或者您可以詢問人資部相關承辦人員。
"您好，我們這位同仁的時數也不對，他是2022/9/14到職，時數應該都算在2022年才對，再麻煩通知IT更正，感謝
高志杰 TP2209027",True,很抱歉，我無法回答以上問題，請聯絡IT部門的林政男(chengnanlin@wistronits.com)進行更正。
您好~我已經離職了，可是昨天卻發現我還有補休未休完時數9小時，先前還在職時上系統看是沒有這9小時的補休未休完時數，請問這9小時的補休是怎麽一回事？？,False,很抱歉，我無法回答以上問題，請聯絡8855。
"你好請問一下 可以幫忙請幫從健保署核對親人的健保減免清單嗎
有上社會局查詢是有符合資格的，也有電話詢問
有核對他們那邊系統是二月做處理的
所以按照常理三月會退二月扣的826給我，三月薪資也會減免826",True,"請來信跟承辦人尋求協助，我們將協助您向健保局查詢。以下是承辦人的聯絡方式：
Yui/#8836/YuiWong@wistronits.com"
"您好～想請教軟工小周末的課程
若當日沒有時間即時線上直播參與課程

之後會有連結能夠重看嘛
謝謝喔",True,"您好，關於軟工小周末的課程，若當日沒有時間即時線上直播參與課程，可以參與錄影或線上直播課程。至於是否有連結能夠重看，請您詢問課程主辦單位，聯絡方式如下：
Jason/#8845/Jasonlai@wistronits.com"
"1/10（二）喪假一天
1/16～1/19 喪假四天
1/30（一）喪假一天
另外2月份有確診想請問要請什麼假別",True,根據FAQ中提到的規定，1月份的喪假共計6天，可以請事假或病假。至於2月份的確診假，可以請病假。請注意，如果連續請假3天以上，需要附上就醫證明。如有其他問題，歡迎來信詢問人資部承辦人。Yui/#8836/YuiWong@wistronits.com
你好 有一位同仁 李文中TP2009013 的彈性補假匯入少一天 可否幫忙確認呢? 謝謝,True,很抱歉，我無法回答以上問題，請聯絡Yui Wong (#8836) 或是寄信至YuiWong@wistronits.com詢問。
想請問2/18號的補班日出勤時數 甚麼時候才會發到我們的帳號?,True,很抱歉，我無法回答以上問題，請聯絡Maggie/#8839/MaggieWu@wistronits.com詢問補班日出勤薪資如何計算。
"再請問一下
2/18 補班日上班的彈性假，匯入?
剛剛上系統 check，順便看了一下，只進兩天",True,很抱歉，我無法回答以上問題，請聯絡Yui/#8836/YuiWong@wistronits.com或Maggie/#8839/MaggieWu@wistronits.com詢問。
請問駐點在2/18 有來上班的，出勤補班加 假什麼時後會給假呢？,True,根據FAQ中的回答，若遇補班日（公司無需補班）需配合客戶行事曆出勤者，當日另給彈性假時數。因此，若您在2/18補班出勤，公司會另給您彈性假時數，具體何時給假，建議您可以向人資部承辦人Maggie(#8839/MaggieWu@wistronits.com)詢問。
"您好，
我想要詢問公司推薦新人的程序如何進行呢？",True,"您好，公司鼓勵員工推薦新人加入公司，並依入職時的職等及職類發放3,000-20,000元推薦獎金，滿一個月先發50%，試用期通過再發50%。如果您有推薦的人選，可以直接向人資部門的Maggie (#8839/MaggieWu@wistronits.com) 詢問相關程序。"
"請幫忙查詢同仁的2/4(六) 補班匯入狀況 (同仁說系統沒看到
葉子寬TP2206058
黃霈仁TP2208026
謝謝",True,很抱歉，我無法回答以上問題，請聯絡Yui/#8836/YuiWong@wistronits.com以獲得更詳細的資訊。
請問今天陽明交大的校園博覽會是在哪個校區?,False,很抱歉，我無法回答以上問題，請聯絡8855。
"請問生日禮的電子禮卷，email自動刪除了
我還沒用過
怎麼辦？",True,請您聯繫Choya Lee (#8904 / ChoyaLee@Wistronits.com)詢問相關問題，並提供您的個人資訊以便查詢。
您好　同仁朮建平有在app上單3/13的請假，因為後來請假有修改，再請協助取消，不要上單,True,若假單還沒審批完成，可請審批人收回審批，申請人就可以去調整時數或類別；若假單已審批完成，請提出銷假申請。請聯繫Yui/#8836/YuiWong@wistronits.com詢問詳細流程。
你好 上述兩位同仁進入系統說還是沒有看到,False,很抱歉，我無法回答以上問題，請聯絡8855。
"不好意思
請教一下，補班 2/18的時數沒有進來耶
請教一下，補班 1/07的時數沒有進來耶
補班時數應該是3天，目前請1天就不能請了，好奇怪喔",False,很抱歉，我無法回答以上問題，請聯絡8855。
"請問一下, 補班到目前有3天, 是會放入 彈性假(補班日出勤), 那我到職日是10/11, 所以是歸入2022年度嗎?",True,根據FAQ中的回答，若遇補班日（公司無需補班）需配合客戶行事曆出勤者，當日另給彈性假時數。因此，若您是在2021年補班，所得到的彈性假時數應歸入2021年度。如果您有任何疑問，建議您可以聯繫Maggie/#8839/MaggieWu@wistronits.com進一步詢問。
想請問我忘記密碼,True,請問您忘記哪個系統的密碼呢？如果是公司系統的密碼，請參考下方附件檔案【webmail登入&變更密碼】操作。如果是其他系統的密碼，請聯繫相關承辦人員協助您重設密碼。如果您不確定該聯絡誰，請聯絡8855。
不好意思 想問一下 請喪假的話 文件證明 可以用死亡證明嗎 ,True,"是的，申請喪假時需要備妥訃聞正本2份或死亡證明影本2份，交給承辦人辦理或郵寄至指定地址。如果您有其他問題，歡迎聯絡相關承辦人，聯絡方式如下：
Yui/#8836/YuiWong@wistronits.com"
"代同仁請問以下問題，謝謝 : )

1. 同仁在問3/8軟工小周末的線上課程(react實作)會有其他平台可以再次觀看或下載影片嗎?
2. 有同仁看了「山椒魚來了」的電影分享會覺得很值得，想再包場給其他小孩看，請問若同仁希望邀請麥導演來
為孩子講說一下，這個要如何接洽呢? 或是他可以先跟誰聯繫呢? 
3. 另員工直系親屬過世的慰問金應該如何申請 ?  ",False,很抱歉，我無法回答以上問題，請聯絡8855。
請問特休展延是在哪邊申請？,True,特休展延可以在HR Portal中的「特休結算方式線上申請」功能中申請，申請路徑為「登入HR Portal→HR 自助→勤務管理→特休結算方式」。若有任何問題，請聯絡Yui/#8836/YuiWong@wistronits.com。
"請問一下～
我一月的時候有確診請假
但是那張假單一直跳回自由狀態
我提交了兩三次",True,"請將問題畫面截圖Mail寄給承辦人，待系統廠商解決問題，承辦人會再回覆您。
您可以聯繫Yui/#8836/YuiWong@wistronits.com尋求協助。"
我2/4補班7小時好像沒進系統,True,"請您先至HR Portal查詢您的加班申請單之審批，若確定未進入系統，請來電或Email詢問人資部承辦人。
Maggie/#8839/MaggieWu@wistronits.com"
請問每月薪資明細如何查詢呢,True,"請您至人資服務平台查詢。 方法如下：

1.先設定私人郵件地址：
進入HR自助 >人事管理 >員工自助 >我的檔案 >個人資訊 >維護欲收取薪資條密碼之私人郵件地址>點擊保存

2.首次查詢：
至HR自助 >薪資福利 >員工自助 >我的薪資>點選重置密碼，
系統將發送薪資查詢密碼函至您上述指定之私人email。（若您未收到，請試著至您垃圾郵件中查找，並將iSM_HRMS@wistronits.com此一寄件地址設定為安全之寄件者）
輸入初始查詢密碼後，再行登錄可自行按下修改密碼，改為您指定的薪資查詢密碼，未來若忘記密碼，亦請依上述步驟重置密碼

3.查詢薪資明細：
至HR自助 >薪資福利 >員工自助 >我的薪資，輸入欲查詢的月份即可
若有任何問題，請聯絡HR Maggie (02-77458839/MaggieWu@wistronits.com)。"
"要請病假 結果代理人無法填寫
我找到maggie工號輸入後可以保存了 現在問題是上傳的附件 為何是獨立開來的 他應該是附在這個病假申請單裡面的吧.....?
然後這個，我要申請10小時結轉的彈性假，結果出現錯誤，輸入上班時間，不管輸入結束時間20:00或是20:30，休假時長，都是0，就無法提交",True,"對於第一個問題，建議您將問題畫面截圖，並將問題發送至承辦人的電子郵件，承辦人將會協助您解決問題。承辦人的聯絡方式為Maggie/#8839/MaggieWu@wistronits.com。

對於第二個問題，建議您檢查輸入的上班時間和結束時間是否正確，並確認是否有填寫必填欄位。如果問題仍然存在，請將問題畫面截圖，並將問題發送至承辦人的電子郵件，承辦人將會協助您解決問題。承辦人的聯絡方式為Yui/#8836/YuiWong@wistronits.com。"
請問 媽媽開刀住院的話，可以申請團保理賠嗎,True,可以申請團保理賠，主要是住院、手術、意外傷害的理賠。請來信向承辦人索取理賠申請書，承辦人將會郵件回覆相關表單及申請注意事項，填寫完成後，附上診斷證明及收據正本寄給承辦人處理。若有其他問題，請聯絡Yui/#8836/YuiWong@wistronits.com。
你好，請問個人假&補修可以以小時使用嗎？,True,是的，個人假和補修假可以以小時為單位使用。您可以至HR Portal申請，一年個人假5天，補修假則依照公司政策給予。如有其他問題，歡迎聯絡Yui/#8836/YuiWong@wistronits.com。
"不好意思想請問一下，我在3/7有向我們這邊的主管提出我要離職
我的最後工作日到4/7，主管跟我說後續會有HR與我聯繫
因為我這邊目前都沒收到訊息，可以麻煩您們幫我確認一下現在的流程嗎？謝謝",True,您好，根據我們公司的FAQ，您需要與部門主管提出申請，員工服務中心收到主管的正式通知後會開始進行離職流程。您可以聯繫Judy/#8953/JudyHsueh@wistronits.com，詢問您的離職流程進度。
hi  我的退保申請書 ， 我的出生日期有打錯。HR跟我說需要兩個禮拜才會改好，已經快兩個禮拜是否已經改好，謝謝,True,很抱歉，我無法回答以上問題，請聯絡Yui/#8836/YuiWong@wistronits.com詢問。
你好，想請問公司有上下班交通車到汐科嗎？,False,很抱歉，我無法回答以上問題，請聯絡8855。
"請問若同仁是去年4/12到職，今年4/11滿一年，
2/4 & 2/18 的補班彈休會入到2022年度，
那這2天彈休的使用期限一樣是到今年4/11嗎? 謝謝!",True,是的，這2天彈休的使用期限仍然是到同仁的特休週年結轉日，也就是今年4/11。如果有其他問題，歡迎來信詢問承辦人。Yui/#8836/YuiWong@wistronits.com
"請問公司是否有心理諮商服務
或心理諮詢",False,很抱歉，我無法回答以上問題，請聯絡8855。
"您好~想問一下
這個職缺的地點在哪裡 可以跟哪個相關人員了解呢 謝謝",True,很抱歉，我無法回答以上問題，請聯絡相關人員詢問。
我想幫一問駐點同仁問他今年過年+2月生日的禮券都沒有拿到；TP2211004　黃銘祥　（2022/11/07)來的，但FAQ沒有寫到適用期未通過會沒有禮券，想要請你們幫忙確認一下，謝謝喔,True,非常抱歉，我無法回答這個問題。請聯絡ChoyaLee(ChoyaLee@Wistronits.com)或是Jasonlai(Jasonlai@wistronits.com)詢問相關資訊。
你好 請問團保出險相關問題 可以找誰詢問,True,"您可以來信詢問人資部的承辦人，他們會提供相關的團保出險資訊及協助您處理相關問題。以下是聯絡人資訊：
Yui/#8836/YuiWong@wistronits.com"
385,False,Failed to answer
"不好意思
因忘記密碼想修改
但目前員工專區登入畫面/修改密碼會噴錯
另外使用下列網址也一樣
https://pwdreset.wistronits.com/
請問是不能用手機網路去改嗎？？",True,很抱歉，我無法回答以上問題，請聯絡IT部門的謝悰宇先生(SamXie@wistronits.com)尋求協助。
白天使用手機app請假成功送出請假單但交接同仁看不到 晚上改用vpn 連線 hrmsportal 又連不上請問如何解決 ?,True,建議先確認VPN是否正常連線，若無法連線，請檢查VPN設定是否正確。若VPN連線正常，但HRMS Portal無法連線，請嘗試清除瀏覽器快取或更換瀏覽器再試一次。若問題仍無法解決，請聯絡IT承辦人員謝悰宇/8965/SamXie@wistronits.com。
想請教最近很火紅的CHATGPT 的 plus 版 是否可以向公司報帳？,False,很抱歉，我無法回答以上問題，請聯絡8855。
您好，我是A1的招募，想確認一下，有員工3/6報到，欲詢問4/6是否能請到個人假呢？,True,您好，請問您需要確認的是員工請個人假的資格嗎？如果是的話，根據我們公司的規定，個人假是依照報到當年度在職比例計算，所以需要看員工在3/6報到後的在職時間，才能確認是否有個人假可請。如果您需要進一步確認，建議您可以至HR Portal的「我的假期查詢」中查詢，或是聯絡人資部的承辦人詢問。
您好，請問想申請勞保家屬死亡給付要找那位承辦人呢？,True,您可以找Yui/#8836/YuiWong@wistronits.com的承辦人，他會提供相關表單及申請注意事項，填寫完成後，附上家屬死亡證明寄給承辦人協助申請。
"請問改密碼這封email是緯創發的嗎？
如果是的話，連結進去的話網域要打什麼
抱歉這賴沒辦法貼圖",False,很抱歉，我無法回答以上問題，請聯絡8855。
"你好，今晚下班騎車回家因為天雨路滑我騎車跌倒了，看了醫生，醫生說宜先休養3天，有開診斷證明書，請問我可以申請公傷假嗎？
若可以的話，請問需要提供哪些資料呢？
另外也想請問，可以申請團保或勞保理賠嗎？
若可以的話，請問需要提供哪些資料呢？謝謝",True,您好，很抱歉聽到您受傷的消息。根據公司的FAQ，若您是因公受傷，可以申請公傷假，需要提供報案三聯單及診斷證明。另外，若您有申請團保或勞保，可以申請團保或勞保理賠，需要提供相關的申請書及診斷證明、收據正本等文件。若您需要進一步協助，請聯絡Yui/#8836/YuiWong@wistronits.com。祝您早日康復。
想問一下~~我們家的新人有收到這封信件，但是信件裡沒有報名方式，請問是直接回信就好嗎，謝謝喔,False,很抱歉，我無法回答以上問題，請聯絡8855。
想問一下 4/11 生成式 AI 論壇 ，如果是留職停薪的狀態下還可報名參加嗎？,True,很抱歉，我無法回答以上問題，請聯絡活動主辦單位或您的主管以獲得更詳細的資訊。
"您好
請問在職證明 如何申請呢 謝謝",True,您好，申請在職證明請以E-mail通知主管，經主管同意後來信向承辦人申請，承辦人為Yui，聯絡方式為#8836或YuiWong@wistronits.com。
"你好我想詢問
彈性假（補班日出勤）部分
因為我在客戶端上班。
2月有補班
但因我3月才轉正，系統有重新調整，但系統上未有2月的補班時數。
我2/4、2/18有補班。
這個是詢問你們這邊嗎？",True,您好，根據FAQ中的回答，若遇補班日（公司無需補班）需配合客戶行事曆出勤者，當日另給彈性假時數。因此，您可以聯繫Maggie/#8839/MaggieWu@wistronits.com詢問相關問題，了解您的彈性假時數是否已經調整。
有一位同仁 TP2206047 王楷量 2023年的年假系統上尚未看到今年的時數 再請幫忙確認唷 謝謝,True,"請讓王楷量先至HR Portal""我的假期查詢""中查詢，若仍有疑問，可以來信詢問人資部承辦人 Yui/#8836/YuiWong@wistronits.com。"
請問 今年補頒的彈性假什麼時候會補進來呢？,False,很抱歉，我無法回答以上問題，請聯絡8855。
"您好 請問一下離職我這邊有要簽文件還是繳回證件之類的嗎？
因為下禮拜只剩兩天 我現在還沒收到電話～
謝謝",True,很抱歉，我無法回答以上問題，請聯絡Judy/#8953/JudyHsueh@wistronits.com詢問相關事宜。
詢問內容摘要,True,很抱歉，請提供詢問內容摘要。
請問...今天的react課程線上連結在哪裏...?,False,很抱歉，我無法回答以上問題，請聯絡8855。
"HI
要申請清明期間的加班 系統又出現異常了
改成20:30也一樣",True,很抱歉，我無法回答以上問題，請聯絡Yui/#8836/YuiWong@wistronits.com或Maggie/#8839/MaggieWu@wistronits.com尋求協助。
請問離職了要怎麼退出啊,False,很抱歉，我無法回答以上問題，請聯絡8855。
"不好意思
忘記密碼
可以協助重製嗎",True,"請您至人資服務平台進行密碼重置，方法如下：

1.進入HR自助 >薪資福利 >員工自助 >我的薪資>點選重置密碼，
系統將發送薪資查詢密碼函至您上述指定之私人email。（若您未收到，請試著至您垃圾郵件中查找，並將iSM_HRMS@wistronits.com此一寄件地址設定為安全之寄件者）
輸入初始查詢密碼後，再行登錄可自行按下修改密碼，改為您指定的薪資查詢密碼，未來若忘記密碼，亦請依上述步驟重置密碼。

如果還有問題，請聯絡Maggie/#8839/MaggieWu@wistronits.com協助您。"
另外打擾您，因為我忘了幫家人在公司加保健保，健保費補繳金額我還不確定，如果薪資不夠扣繳，請問我可以用何種方式把保費補給公司？,True,"您可以先與承辦人聯繫，確認健保費用補繳金額後，可以選擇以下方式補繳：
1. 以現金或支票方式至財務部繳納
2. 以轉帳方式至公司指定帳戶繳納
詳細的補繳方式及帳戶資訊，請洽詢財務部相關人員。"
